epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
185,662.18,1.73262,1.37451,1.63375,0.71358,0.76,0.77262,0.36318,1.79838,1.27543,1.70884,0.00127136,0.00127136,0.00127136
186,665.64,1.68369,1.32364,1.5616,0.71794,0.84,0.80087,0.41506,1.75966,1.31531,1.70514,0.0012674,0.0012674,0.0012674
187,669.213,1.66337,1.4062,1.46978,0.67722,0.83927,0.74107,0.38281,1.66576,1.28179,1.60778,0.00126344,0.00126344,0.00126344
188,672.664,1.58606,1.32895,1.48749,0.61657,0.72,0.66737,0.30412,1.78924,1.4526,1.67436,0.00125948,0.00125948,0.00125948
189,676.096,1.62832,1.25724,1.50608,0.48644,0.76,0.65468,0.30561,1.7794,1.33145,1.71929,0.00125552,0.00125552,0.00125552
190,679.572,1.79687,1.3984,1.562,0.6945,0.76,0.72579,0.33161,1.84079,1.22565,1.72131,0.00125156,0.00125156,0.00125156
191,683.015,1.8593,1.44432,1.63108,0.78844,0.68,0.77226,0.33345,1.84054,1.23694,1.71043,0.0012476,0.0012476,0.0012476
192,686.578,1.65481,1.35777,1.48378,0.72348,0.6,0.8193,0.36153,1.76347,1.39177,1.65617,0.00124364,0.00124364,0.00124364
193,690.067,1.75761,1.3115,1.46061,0.75361,0.8,0.81057,0.35904,1.80949,1.34167,1.69008,0.00123968,0.00123968,0.00123968
194,693.528,1.68933,1.43188,1.40161,0.69003,0.80145,0.846,0.34762,1.87367,1.37176,1.73512,0.00123572,0.00123572,0.00123572
195,696.939,1.62769,1.31,1.46166,0.62881,0.72,0.75042,0.32846,1.80972,1.36849,1.69901,0.00123176,0.00123176,0.00123176
196,700.386,1.69216,1.3472,1.53424,0.59187,0.76,0.74876,0.30094,1.88893,1.29547,1.71941,0.0012278,0.0012278,0.0012278
197,703.784,1.62112,1.31494,1.50715,0.6526,0.76,0.75846,0.33568,1.81043,1.29663,1.70737,0.00122384,0.00122384,0.00122384
198,707.336,1.67522,1.36132,1.5669,0.61468,0.76,0.72181,0.24258,1.91592,1.54749,1.743,0.00121988,0.00121988,0.00121988
199,710.785,1.72803,1.34349,1.56641,0.77783,0.76,0.76989,0.29123,1.77936,1.45575,1.68924,0.00121592,0.00121592,0.00121592
200,714.221,1.74865,1.37431,1.57197,0.57032,0.72,0.72751,0.25497,1.88321,1.40357,1.75903,0.00121196,0.00121196,0.00121196
201,717.636,1.55639,1.26708,1.45836,0.55003,0.72,0.68726,0.31584,1.74565,1.40419,1.71254,0.001208,0.001208,0.001208
202,721.125,1.66503,1.26821,1.50708,0.72354,0.8,0.79341,0.32956,1.7771,1.3671,1.66668,0.00120404,0.00120404,0.00120404
203,724.57,1.92734,1.54298,1.60303,0.79254,0.72,0.78059,0.26047,1.99105,1.3758,1.84157,0.00120008,0.00120008,0.00120008
204,728.143,1.84305,1.47912,1.48317,0.66139,0.78163,0.71766,0.31044,1.6931,1.39885,1.63845,0.00119612,0.00119612,0.00119612
205,731.594,1.80077,1.41109,1.71796,0.68341,0.77747,0.80984,0.36888,1.66606,1.31159,1.63051,0.00119216,0.00119216,0.00119216
206,735.027,1.81136,1.41912,1.57754,0.60369,0.76,0.73532,0.32454,1.79181,1.40344,1.76198,0.0011882,0.0011882,0.0011882
207,738.426,1.58811,1.29849,1.47247,0.6233,0.64,0.66671,0.24805,1.78603,1.65722,1.681,0.00118424,0.00118424,0.00118424
208,741.872,1.7565,1.35971,1.57015,0.52444,0.75009,0.69086,0.31661,1.6459,1.31357,1.60177,0.00118028,0.00118028,0.00118028
209,745.313,1.70579,1.49697,1.50231,0.58948,0.76,0.74767,0.27753,1.97624,1.29256,1.77343,0.00117632,0.00117632,0.00117632
210,748.723,1.71642,1.35763,1.55314,0.67514,0.8,0.79501,0.38401,1.75958,1.2834,1.6833,0.00117236,0.00117236,0.00117236
211,752.326,1.71148,1.43523,1.60765,0.71789,0.76,0.84645,0.37982,1.83878,1.24648,1.72547,0.0011684,0.0011684,0.0011684
212,755.728,1.60487,1.33682,1.50496,0.71168,0.84,0.83996,0.25786,1.89837,1.35994,1.78198,0.00116444,0.00116444,0.00116444
213,759.184,1.70795,1.35329,1.51314,0.75447,0.8,0.84546,0.34922,1.80839,1.19039,1.72955,0.00116048,0.00116048,0.00116048
214,762.68,1.70184,1.29808,1.45064,0.6578,0.56,0.6151,0.20219,1.93033,1.48795,1.75558,0.00115652,0.00115652,0.00115652
215,766.169,1.78397,1.34579,1.52767,0.67751,0.76,0.73885,0.30283,1.7965,1.50081,1.68409,0.00115256,0.00115256,0.00115256
216,769.662,1.64558,1.37354,1.46513,0.6779,0.76,0.81498,0.41608,1.85229,1.39875,1.73962,0.0011486,0.0011486,0.0011486
217,773.331,1.74152,1.35891,1.62569,0.71413,0.72,0.80336,0.31552,1.79153,1.32976,1.71465,0.00114464,0.00114464,0.00114464
218,776.772,1.6611,1.40783,1.50858,0.69852,0.7418,0.77571,0.34908,1.80486,1.28333,1.82149,0.00114068,0.00114068,0.00114068
219,780.241,1.70902,1.32433,1.50755,0.67241,0.76,0.79307,0.35195,1.65518,1.39373,1.64006,0.00113672,0.00113672,0.00113672
220,783.714,1.70167,1.37624,1.58978,0.71181,0.79064,0.74811,0.29233,1.7429,1.44,1.66588,0.00113276,0.00113276,0.00113276
221,787.099,1.70917,1.36572,1.5311,0.73633,0.72,0.71196,0.33557,1.77794,1.29292,1.67758,0.0011288,0.0011288,0.0011288
222,790.516,1.62935,1.25957,1.41162,0.7713,0.67471,0.771,0.37242,1.68327,1.19953,1.64502,0.00112484,0.00112484,0.00112484
223,794.011,1.70092,1.30271,1.55253,0.77297,0.68,0.84234,0.39435,1.69605,1.20754,1.67485,0.00112088,0.00112088,0.00112088
224,797.525,1.74451,1.32409,1.53066,0.57226,0.76,0.66605,0.27726,1.96166,1.56969,1.83029,0.00111692,0.00111692,0.00111692
225,800.979,1.56571,1.27989,1.51571,0.63162,0.72,0.60614,0.25954,1.86448,1.41934,1.76886,0.00111296,0.00111296,0.00111296
226,804.498,1.48036,1.13929,1.40314,0.72911,0.86164,0.80141,0.34428,1.69476,1.2274,1.58508,0.001109,0.001109,0.001109
227,807.927,1.63477,1.29151,1.41071,0.79552,0.72,0.84908,0.34658,1.68777,1.33244,1.59103,0.00110504,0.00110504,0.00110504
228,811.407,1.57807,1.15311,1.39246,0.69259,0.72,0.7851,0.35626,1.71716,1.42285,1.64391,0.00110108,0.00110108,0.00110108
229,814.904,1.60576,1.3382,1.40099,0.83101,0.78718,0.87562,0.35251,1.81183,1.27714,1.70179,0.00109712,0.00109712,0.00109712
230,818.538,1.70731,1.31135,1.47739,0.7215,0.72556,0.81418,0.39957,1.7216,1.21266,1.68839,0.00109316,0.00109316,0.00109316
231,822.053,1.57659,1.19533,1.39899,0.89415,0.67598,0.85194,0.4001,1.70995,1.32603,1.66965,0.0010892,0.0010892,0.0010892
232,825.529,1.75769,1.41094,1.54683,0.74846,0.84,0.86029,0.36284,1.8146,1.21604,1.76183,0.00108524,0.00108524,0.00108524
233,828.981,1.63436,1.19377,1.43892,0.71888,0.84,0.84802,0.35297,1.72843,1.29701,1.65739,0.00108128,0.00108128,0.00108128
234,832.367,1.72912,1.3029,1.49539,0.69702,0.72,0.74913,0.25809,1.88459,1.44197,1.73468,0.00107732,0.00107732,0.00107732
235,835.827,1.6373,1.30997,1.42435,0.71349,0.8,0.74612,0.28301,1.9901,1.54002,1.82001,0.00107336,0.00107336,0.00107336
236,839.21,1.65081,1.28197,1.47246,0.70124,0.75136,0.75764,0.36314,1.76344,1.4323,1.6549,0.0010694,0.0010694,0.0010694
237,842.771,1.70428,1.30048,1.49902,0.72949,0.86326,0.82889,0.34758,1.72643,1.45779,1.63474,0.00106544,0.00106544,0.00106544
238,846.207,1.62503,1.25757,1.44419,0.74946,0.88,0.83036,0.34966,1.79521,1.34204,1.69532,0.00106148,0.00106148,0.00106148
239,849.62,1.60427,1.23669,1.36775,0.73706,0.89734,0.8313,0.33276,1.75566,1.44787,1.7007,0.00105752,0.00105752,0.00105752
240,853.027,1.61761,1.30279,1.43432,0.81215,0.88,0.84906,0.36125,1.80316,1.29214,1.69715,0.00105356,0.00105356,0.00105356
241,856.468,1.59956,1.27626,1.39012,0.71863,0.84,0.79191,0.30409,1.87871,1.38144,1.755,0.0010496,0.0010496,0.0010496
242,859.856,1.65693,1.23364,1.45262,0.8246,0.75246,0.79164,0.31346,1.86318,1.322,1.73392,0.00104564,0.00104564,0.00104564
243,863.293,1.54633,1.15497,1.36861,0.84111,0.84724,0.85423,0.35292,1.7291,1.28805,1.65711,0.00104168,0.00104168,0.00104168
244,866.885,1.63891,1.20544,1.44701,0.76787,0.84,0.85125,0.34991,1.77575,1.40412,1.70483,0.00103772,0.00103772,0.00103772
245,870.317,1.62651,1.23144,1.48343,0.65029,0.76,0.78114,0.34314,1.66058,1.38204,1.64367,0.00103376,0.00103376,0.00103376
246,873.826,1.59238,1.2158,1.54037,0.73593,0.6,0.74051,0.34537,1.58623,1.57117,1.57356,0.0010298,0.0010298,0.0010298
247,877.327,1.80796,1.35209,1.45136,0.80406,0.72,0.80865,0.34734,1.77081,1.31293,1.67854,0.00102584,0.00102584,0.00102584
248,880.729,1.54023,1.31839,1.43098,0.69537,0.76,0.77778,0.34692,1.71926,1.29884,1.64577,0.00102188,0.00102188,0.00102188
249,884.12,1.48706,1.27965,1.32416,0.6072,0.72,0.70291,0.3165,1.86223,1.4719,1.72646,0.00101792,0.00101792,0.00101792
250,887.554,1.56004,1.21831,1.40931,0.77839,0.70292,0.82127,0.34222,1.82145,1.25874,1.71892,0.00101396,0.00101396,0.00101396
251,891.085,1.66301,1.25309,1.47231,0.62107,0.85253,0.79582,0.31082,1.75341,1.29357,1.65746,0.00101,0.00101,0.00101
252,894.556,1.68945,1.32271,1.50598,0.55531,0.8,0.71536,0.27297,1.88012,1.40488,1.69833,0.00100604,0.00100604,0.00100604
253,898.015,1.58647,1.18811,1.40914,0.76803,0.8,0.80655,0.37192,1.61071,1.4475,1.55472,0.00100208,0.00100208,0.00100208
254,901.427,1.63413,1.31904,1.47607,0.79452,0.72,0.74085,0.31932,1.94964,1.37634,1.76427,0.00099812,0.00099812,0.00099812
255,904.883,1.62989,1.20453,1.43231,0.72105,0.64,0.75404,0.32361,1.91135,1.43565,1.69465,0.00099416,0.00099416,0.00099416
256,908.305,1.65104,1.24986,1.52078,0.6691,0.8,0.73811,0.33188,1.77218,1.3227,1.61535,0.0009902,0.0009902,0.0009902
257,911.743,1.69498,1.32054,1.46312,0.68579,0.69881,0.71613,0.28898,1.94573,1.44592,1.69531,0.00098624,0.00098624,0.00098624
258,915.28,1.6848,1.21946,1.50108,0.75684,0.74736,0.83745,0.31425,1.91125,1.45284,1.67249,0.00098228,0.00098228,0.00098228
259,918.687,1.59116,1.13523,1.43471,0.72233,0.84,0.8115,0.36598,1.70979,1.25861,1.59804,0.00097832,0.00097832,0.00097832
260,922.027,1.70162,1.26704,1.49804,0.6443,0.72469,0.74449,0.28437,1.88102,1.39065,1.68959,0.00097436,0.00097436,0.00097436
261,925.473,1.5869,1.20758,1.43431,0.64139,0.71556,0.71708,0.30121,1.83486,1.45174,1.68547,0.0009704,0.0009704,0.0009704
262,928.928,1.51826,1.21426,1.44855,0.66314,0.96,0.83905,0.31895,1.73469,1.31088,1.62667,0.00096644,0.00096644,0.00096644
263,932.466,1.48341,1.13996,1.35693,0.72917,0.84,0.84437,0.38042,1.75593,1.33882,1.57292,0.00096248,0.00096248,0.00096248
264,935.97,1.76447,1.29549,1.46244,0.80184,0.76,0.85185,0.37498,1.71699,1.36361,1.56812,0.00095852,0.00095852,0.00095852
265,939.546,1.66444,1.23479,1.44397,0.66775,0.80402,0.80643,0.34497,1.73403,1.48629,1.60656,0.00095456,0.00095456,0.00095456
266,942.992,1.55708,1.18018,1.44631,0.8719,0.68,0.86254,0.39933,1.69863,1.34279,1.62843,0.0009506,0.0009506,0.0009506
267,946.479,1.53392,1.15121,1.43689,0.83609,0.68,0.80363,0.37627,1.70041,1.5173,1.61752,0.00094664,0.00094664,0.00094664
268,949.962,1.68138,1.25459,1.47268,0.69795,0.76,0.82118,0.37904,1.63409,1.35905,1.61321,0.00094268,0.00094268,0.00094268
269,953.433,1.6766,1.34923,1.4653,0.82548,0.8,0.86397,0.40736,1.55148,1.32327,1.58782,0.00093872,0.00093872,0.00093872
270,956.944,1.64669,1.16486,1.43412,0.75916,0.72,0.84769,0.33396,1.67751,1.35764,1.63032,0.00093476,0.00093476,0.00093476
271,960.379,1.61104,1.18313,1.45352,0.83017,0.78254,0.8139,0.34636,1.68694,1.32557,1.59548,0.0009308,0.0009308,0.0009308
272,963.887,1.51869,1.13311,1.37395,0.76516,0.76,0.82158,0.34275,1.82814,1.27382,1.62771,0.00092684,0.00092684,0.00092684
273,967.283,1.59004,1.25729,1.38801,0.7047,0.76375,0.80802,0.33408,1.90717,1.27811,1.69395,0.00092288,0.00092288,0.00092288
274,970.746,1.68884,1.22481,1.45735,0.74614,0.88,0.8643,0.38328,1.81899,1.26073,1.69346,0.00091892,0.00091892,0.00091892
275,974.26,1.63815,1.15541,1.50239,0.80864,0.84532,0.87199,0.31271,1.90352,1.22261,1.7182,0.00091496,0.00091496,0.00091496
276,977.679,1.57195,1.23807,1.36518,0.82754,0.8,0.85962,0.39247,1.92162,1.1972,1.75491,0.000911,0.000911,0.000911
277,981.15,1.48958,1.284,1.30933,0.7537,0.8,0.82606,0.4211,1.66729,1.43423,1.623,0.00090704,0.00090704,0.00090704
278,984.861,1.53028,1.17451,1.34117,0.71073,0.84,0.81824,0.36717,1.73695,1.27191,1.62615,0.00090308,0.00090308,0.00090308
279,988.294,1.58944,1.13322,1.42851,0.81413,0.8,0.85348,0.33784,1.72486,1.29008,1.6079,0.00089912,0.00089912,0.00089912
280,991.717,1.50032,1.18162,1.34068,0.73755,0.88,0.82736,0.36881,1.66116,1.323,1.59286,0.00089516,0.00089516,0.00089516
281,995.205,1.55198,1.33431,1.34964,0.72456,0.88,0.84262,0.38064,1.61581,1.34016,1.582,0.0008912,0.0008912,0.0008912
282,998.595,1.54623,1.19813,1.38313,0.83515,0.84,0.87804,0.37881,1.67027,1.26747,1.56015,0.00088724,0.00088724,0.00088724
283,1002.03,1.48433,1.14467,1.3209,0.77437,0.72,0.82712,0.35234,1.67208,1.36148,1.56521,0.00088328,0.00088328,0.00088328
284,1005.43,1.69197,1.24574,1.43084,0.71451,0.8,0.82776,0.39261,1.68203,1.33163,1.60887,0.00087932,0.00087932,0.00087932
285,1008.99,1.44546,1.17124,1.39092,0.76022,0.72,0.80172,0.38604,1.58573,1.43213,1.55057,0.00087536,0.00087536,0.00087536
286,1012.47,1.48611,1.12473,1.36678,0.69037,0.76,0.79038,0.35506,1.76463,1.32757,1.61128,0.0008714,0.0008714,0.0008714
287,1015.87,1.40329,1.11604,1.25541,0.81046,0.72,0.84093,0.31301,1.76173,1.25252,1.63056,0.00086744,0.00086744,0.00086744
288,1019.28,1.68905,1.27373,1.43778,0.75216,0.85,0.82627,0.32937,1.7078,1.56939,1.60345,0.00086348,0.00086348,0.00086348
289,1022.71,1.51167,1.16006,1.35002,0.71306,0.79536,0.77316,0.35336,1.64323,1.5526,1.52536,0.00085952,0.00085952,0.00085952
290,1026.14,1.39556,1.09632,1.27675,0.63338,0.8,0.79872,0.35447,1.69327,1.29149,1.56865,0.00085556,0.00085556,0.00085556
291,1029.53,1.64764,1.14525,1.42562,0.83977,0.84,0.88758,0.41036,1.62041,1.22193,1.54982,0.0008516,0.0008516,0.0008516
292,1033.07,1.42916,1.04227,1.3564,0.75429,0.8,0.80629,0.38318,1.77429,1.38429,1.6822,0.00084764,0.00084764,0.00084764
293,1036.5,1.53788,1.1195,1.45508,0.69567,0.84,0.79367,0.41136,1.78394,1.22494,1.70583,0.00084368,0.00084368,0.00084368
294,1039.98,1.53769,1.15688,1.28219,0.73517,0.77766,0.81845,0.35809,1.6942,1.30356,1.61659,0.00083972,0.00083972,0.00083972
295,1043.42,1.55524,1.11547,1.39463,0.77681,0.84,0.79479,0.33563,1.635,1.35416,1.58819,0.00083576,0.00083576,0.00083576
296,1046.83,1.51856,1.13825,1.42755,0.74473,0.8,0.81297,0.41263,1.68707,1.36147,1.59647,0.0008318,0.0008318,0.0008318
297,1050.25,1.56953,1.1675,1.39574,0.72443,0.8,0.8398,0.40948,1.7037,1.26926,1.6044,0.00082784,0.00082784,0.00082784
298,1053.7,1.53644,1.16077,1.34753,0.75341,0.8,0.86012,0.42018,1.65316,1.20842,1.61033,0.00082388,0.00082388,0.00082388
299,1057.28,1.44525,1.05876,1.32802,0.86707,0.78317,0.84522,0.41789,1.6849,1.16253,1.59374,0.00081992,0.00081992,0.00081992
300,1060.73,1.67853,1.11447,1.48534,0.86486,0.76,0.86318,0.42183,1.71031,1.1574,1.59234,0.00081596,0.00081596,0.00081596
301,1064.36,1.67916,1.15653,1.4047,0.81797,0.68,0.76956,0.35468,1.7097,1.17189,1.59205,0.000812,0.000812,0.000812
302,1067.78,1.5968,1.12766,1.43796,0.79019,0.7535,0.80864,0.36614,1.76236,1.31297,1.63675,0.00080804,0.00080804,0.00080804
303,1071.25,1.58451,1.14065,1.37009,0.78011,0.68,0.79382,0.38476,1.65473,1.44259,1.59924,0.00080408,0.00080408,0.00080408
304,1074.71,1.44612,1.12407,1.38205,0.76471,0.76,0.8246,0.38174,1.68398,1.68811,1.58857,0.00080012,0.00080012,0.00080012
305,1078.16,1.51518,1.11032,1.38277,0.79288,0.72,0.8169,0.38968,1.62941,2.93729,1.52849,0.00079616,0.00079616,0.00079616
306,1081.69,1.59868,1.17398,1.41132,0.82943,0.68,0.81079,0.40253,1.62703,1.47505,1.537,0.0007922,0.0007922,0.0007922
307,1085.12,1.56404,1.30244,1.30814,0.67744,0.84,0.81586,0.40332,1.58506,1.44647,1.52782,0.00078824,0.00078824,0.00078824
308,1088.53,1.51824,1.14911,1.42011,0.77947,0.8,0.87785,0.41454,1.61951,1.2925,1.55715,0.00078428,0.00078428,0.00078428
309,1091.99,1.68884,1.23999,1.57391,0.73878,0.84,0.86276,0.39191,1.65587,1.23505,1.5596,0.00078032,0.00078032,0.00078032
310,1095.47,1.43473,1.12652,1.31489,0.84357,0.72,0.86118,0.40864,1.6726,1.24607,1.56535,0.00077636,0.00077636,0.00077636
311,1099.21,1.50587,1.09719,1.38023,0.7727,0.84,0.87634,0.40183,1.70833,1.25939,1.59511,0.0007724,0.0007724,0.0007724
312,1103.09,1.62802,1.35323,1.33007,0.76856,0.88,0.86521,0.3942,1.73208,1.26175,1.57877,0.00076844,0.00076844,0.00076844
313,1106.51,1.42712,1.09707,1.33924,0.68741,0.84,0.74078,0.36417,1.67445,1.54124,1.56239,0.00076448,0.00076448,0.00076448
314,1110.1,1.43257,1.08,1.35901,0.64309,0.72075,0.72547,0.32514,1.62652,1.37172,1.55465,0.00076052,0.00076052,0.00076052
315,1113.53,1.54681,1.32694,1.42977,0.70178,0.8,0.77619,0.35778,1.67208,1.23001,1.56923,0.00075656,0.00075656,0.00075656
316,1116.94,1.41932,1.08676,1.29884,0.77462,0.76,0.78299,0.3415,1.75017,1.26143,1.5823,0.0007526,0.0007526,0.0007526
317,1120.49,1.44816,1.12869,1.31904,0.65934,0.8,0.81019,0.34731,1.81611,1.25785,1.64144,0.00074864,0.00074864,0.00074864
318,1123.91,1.5482,1.10064,1.37562,0.69139,0.8,0.84764,0.39105,1.77217,1.20377,1.60515,0.00074468,0.00074468,0.00074468
319,1127.33,1.53462,1.20412,1.3654,0.7436,0.81237,0.82313,0.39309,1.63116,1.24351,1.5611,0.00074072,0.00074072,0.00074072
320,1130.75,1.4527,1.04374,1.31772,0.84246,0.72,0.83089,0.33123,1.8159,1.21214,1.69909,0.00073676,0.00073676,0.00073676
321,1134.29,1.42711,1.14435,1.28927,0.88401,0.84,0.83707,0.34038,1.80835,1.42982,1.69226,0.0007328,0.0007328,0.0007328
322,1137.76,1.5163,1.09645,1.39125,0.6743,0.82839,0.77906,0.39837,1.74202,1.40942,1.62871,0.00072884,0.00072884,0.00072884
323,1141.16,1.49868,1.09207,1.39053,0.64263,0.84,0.80361,0.34134,1.71545,1.41237,1.57204,0.00072488,0.00072488,0.00072488
324,1144.63,1.47156,1.1955,1.32098,0.84419,0.88,0.88331,0.38477,1.64004,1.39327,1.50008,0.00072092,0.00072092,0.00072092
325,1148.05,1.54032,1.26814,1.36952,0.67605,0.84,0.84999,0.3689,1.72945,1.16865,1.57826,0.00071696,0.00071696,0.00071696
326,1151.49,1.45575,1.09449,1.35791,0.62257,0.79197,0.75604,0.33351,1.7453,1.29012,1.58466,0.000713,0.000713,0.000713
327,1154.97,1.56706,1.15406,1.36294,0.65397,0.8,0.79616,0.4017,1.58297,1.4013,1.53401,0.00070904,0.00070904,0.00070904
328,1158.54,1.3829,1.11703,1.28344,0.80276,0.8,0.84095,0.42506,1.66491,1.26452,1.58325,0.00070508,0.00070508,0.00070508
329,1162.14,1.52622,1.13705,1.39807,0.74797,0.8,0.83477,0.39018,1.62874,1.3128,1.5233,0.00070112,0.00070112,0.00070112
330,1165.57,1.43713,1.1161,1.2799,0.70033,0.8,0.83439,0.39835,1.58745,1.30376,1.52445,0.00069716,0.00069716,0.00069716
331,1168.97,1.51207,1.05835,1.34629,0.94236,0.68,0.85851,0.3628,1.66117,1.29425,1.52891,0.0006932,0.0006932,0.0006932
332,1172.41,1.52228,1.10953,1.41481,0.8834,0.72,0.85654,0.39905,1.60215,1.31214,1.53082,0.00068924,0.00068924,0.00068924
333,1175.98,1.53267,1.08996,1.3588,0.83855,0.72,0.84942,0.41747,1.57413,1.27634,1.49289,0.00068528,0.00068528,0.00068528
334,1179.49,1.46437,1.10445,1.37302,0.69608,0.76,0.8204,0.37943,1.63881,1.44216,1.5271,0.00068132,0.00068132,0.00068132
335,1183.1,1.48058,1.08243,1.26609,0.66429,0.8,0.77429,0.39631,1.62478,1.37189,1.51052,0.00067736,0.00067736,0.00067736
336,1186.54,1.40955,1.11198,1.26689,0.7027,0.75647,0.81696,0.41256,1.61221,1.31194,1.48928,0.0006734,0.0006734,0.0006734
337,1190.03,1.37058,1.11869,1.24875,0.72904,0.75356,0.83437,0.38721,1.6435,1.31648,1.4915,0.00066944,0.00066944,0.00066944
338,1193.52,1.38223,1.0521,1.35446,0.60084,0.84304,0.81784,0.40973,1.70983,1.20106,1.52886,0.00066548,0.00066548,0.00066548
339,1197.08,1.49462,1.06704,1.4245,0.60789,0.92,0.81302,0.38159,1.82942,1.18797,1.59429,0.00066152,0.00066152,0.00066152
340,1200.53,1.34152,1.00872,1.22808,0.61068,0.84,0.75856,0.32557,1.78949,1.21638,1.58992,0.00065756,0.00065756,0.00065756
341,1204.25,1.50185,1.27127,1.33859,0.57322,0.88,0.76866,0.35608,1.74551,1.25516,1.60328,0.0006536,0.0006536,0.0006536
342,1207.77,1.49312,1.11308,1.44811,0.72956,0.86357,0.83702,0.41991,1.68143,1.20152,1.52392,0.00064964,0.00064964,0.00064964
343,1211.22,1.44805,1.05588,1.41073,0.71332,0.89608,0.8203,0.41509,1.687,1.14616,1.54078,0.00064568,0.00064568,0.00064568
344,1214.63,1.40087,1.05345,1.28097,0.7203,0.8,0.8325,0.38324,1.76733,1.24923,1.59133,0.00064172,0.00064172,0.00064172
345,1218.1,1.46492,1.06597,1.43527,0.71944,0.72,0.8026,0.34239,1.84489,1.46675,1.59678,0.00063776,0.00063776,0.00063776
346,1221.55,1.49316,1.20283,1.34908,0.77507,0.72,0.80106,0.34117,1.80687,1.41072,1.56978,0.0006338,0.0006338,0.0006338
347,1225.09,1.48038,1.05769,1.31863,0.78896,0.76,0.80909,0.37704,1.73416,1.27938,1.57665,0.00062984,0.00062984,0.00062984
348,1228.65,1.42974,1.09307,1.32706,0.79306,0.7667,0.83616,0.31184,1.77271,1.34724,1.60612,0.00062588,0.00062588,0.00062588
349,1232.11,1.44498,1.14887,1.27157,0.78467,0.72,0.7904,0.31669,1.63523,1.3523,1.51794,0.00062192,0.00062192,0.00062192
350,1235.59,1.39496,1.04364,1.32221,0.81423,0.76,0.82337,0.39368,1.66006,1.32238,1.49512,0.00061796,0.00061796,0.00061796
351,1239.09,1.46221,1.04744,1.34836,0.86984,0.68,0.82654,0.39911,1.67617,1.29669,1.50427,0.000614,0.000614,0.000614
352,1242.58,1.36405,1.01984,1.23736,0.88506,0.72,0.85738,0.41238,1.69102,1.25847,1.52459,0.00061004,0.00061004,0.00061004
353,1246.06,1.52157,1.0976,1.36832,0.8418,0.76,0.84871,0.44113,1.74182,1.19389,1.56392,0.00060608,0.00060608,0.00060608
354,1249.7,1.56765,1.11614,1.4658,0.65738,0.8,0.79736,0.40693,1.71362,1.23951,1.60514,0.00060212,0.00060212,0.00060212
355,1253.31,1.53552,1.02097,1.34755,0.77861,0.68,0.79306,0.33334,1.72092,1.32375,1.59601,0.00059816,0.00059816,0.00059816
356,1256.78,1.48775,1.09114,1.37553,0.54921,0.8,0.72144,0.29206,1.77577,1.3255,1.63136,0.0005942,0.0005942,0.0005942
357,1260.29,1.49293,1.03757,1.37106,0.64168,0.78823,0.77218,0.34291,1.7045,1.27989,1.59439,0.00059024,0.00059024,0.00059024
358,1263.77,1.54198,1.11293,1.3214,0.75911,0.76,0.78103,0.36279,1.56246,1.48682,1.50597,0.00058628,0.00058628,0.00058628
359,1267.26,1.34811,1.03078,1.24565,0.6913,0.80638,0.80485,0.38195,1.55264,1.57643,1.48356,0.00058232,0.00058232,0.00058232
360,1270.76,1.35769,0.97998,1.26954,0.74417,0.8,0.85869,0.41258,1.66246,1.24031,1.51359,0.00057836,0.00057836,0.00057836
361,1274.27,1.40457,1.0371,1.28175,0.67027,0.84,0.78475,0.42137,1.6092,1.30671,1.48146,0.0005744,0.0005744,0.0005744
362,1277.71,1.51906,1.03665,1.33762,0.67981,0.84949,0.80058,0.41981,1.64106,1.359,1.49166,0.00057044,0.00057044,0.00057044
363,1281.22,1.40849,1.05977,1.3342,0.74356,0.81217,0.84506,0.41677,1.66786,1.38342,1.50705,0.00056648,0.00056648,0.00056648
364,1285,1.50153,1.03493,1.33969,0.73875,0.8,0.85383,0.43699,1.67322,1.25819,1.51757,0.00056252,0.00056252,0.00056252
365,1288.48,1.4758,1.02853,1.37867,0.79907,0.84,0.87603,0.44938,1.59586,1.16773,1.51502,0.00055856,0.00055856,0.00055856
366,1292.09,1.38293,1.0087,1.24685,0.82469,0.75292,0.84926,0.42927,1.57143,1.26711,1.47445,0.0005546,0.0005546,0.0005546
367,1295.56,1.39442,1.05114,1.3519,0.76794,0.79439,0.85275,0.40024,1.69006,1.35784,1.5065,0.00055064,0.00055064,0.00055064
368,1299.1,1.30181,1.0325,1.21111,0.7754,0.76,0.86856,0.39655,1.67341,1.25399,1.5376,0.00054668,0.00054668,0.00054668
369,1302.59,1.36719,0.95439,1.26206,0.69081,0.84,0.854,0.42466,1.66241,1.17319,1.57684,0.00054272,0.00054272,0.00054272
370,1306.11,1.44104,1.06295,1.31606,0.84385,0.865,0.86723,0.41353,1.73579,1.12097,1.56523,0.00053876,0.00053876,0.00053876
371,1309.55,1.38068,1.03115,1.31267,0.79265,0.8,0.85316,0.41451,1.6634,1.26515,1.52665,0.0005348,0.0005348,0.0005348
372,1313.05,1.40665,0.99702,1.31308,0.71245,0.76,0.83411,0.39496,1.64666,1.32092,1.50285,0.00053084,0.00053084,0.00053084
